voisins,Search,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,movieId,imdbId
"[1317, 843, 1318, 2043, 919, 12372]",1317,843,1318,2043,919,12372,2011,96874
"[1318, 1317, 843, 13226, 228, 1]",1318,1317,843,13226,228,1,2012,99088
"[1319, 4481, 2743, 6119, 9578, 7853]",1319,4481,2743,6119,9578,7853,2013,69113
"[1320, 1390, 6071, 1322, 1349, 4079]",1320,1390,6071,1322,1349,4079,2015,54594
"[1321, 664, 1352, 1335, 1356, 13226]",1321,664,1352,1335,1356,13226,2016,78790
"[1322, 6071, 9498, 4079, 5850, 10903]",1322,6071,9498,4079,5850,10903,2017,54649
"[1323, 438, 855, 1380, 681, 2599]",1323,438,855,1380,681,2599,2018,34492
"[1324, 5351, 4677, 2075, 1980, 8425]",1324,5351,4677,2075,1980,8425,2019,47478
"[1325, 15580, 8583, 6193, 8467, 14837]",1325,15580,8583,6193,8467,14837,2020,94947
"[1326, 3080, 15202, 4110, 1394, 15580]",1326,3080,15202,4110,1394,15580,2021,87182
"[1327, 8467, 3232, 15580, 14837, 5813]",1327,8467,3232,15580,14837,5813,2022,95497
"[1328, 803, 568, 5298, 8843, 1934]",1328,803,568,5298,8843,1934,2023,99674
"[1329, 11509, 14837, 390, 7643, 748]",1329,11509,14837,390,7643,748,2024,102757
"[1330, 1732, 14552, 5409, 14148, 11068]",1330,1732,14552,5409,14148,11068,2026,134619
"[1331, 7621, 9517, 190, 13226, 6707]",1331,7621,9517,190,13226,6707,2027,120741
"[1332, 391, 15598, 106, 2795, 12742]",1332,391,15598,106,2795,12742,2028,120815
"[1333, 1065, 15255, 14499, 1849, 15356]",1333,1065,15255,14499,1849,15356,2029,137386
"[1334, 1335, 10296, 8589, 13226, 9498]",1334,1335,10296,8589,13226,9498,2031,66728
"[1335, 13226, 1343, 12507, 1334, 5578]",1335,13226,1343,12507,1334,5578,2032,66811
"[1336, 3964, 5318, 13308, 3543, 3541]",1336,3964,5318,13308,3543,3541,2033,88814
"[1337, 3770, 14834, 4136, 2529, 8589]",1337,3770,14834,4136,2529,8589,2034,78869
"[1338, 667, 1349, 5566, 1388, 10117]",1338,667,1349,5566,1388,10117,2035,62737
"[1339, 13226, 3770, 9700, 190, 7621]",1339,13226,3770,9700,190,7621,2036,109287
"[1340, 13226, 13653, 15022, 5694, 7443]",1340,13226,13653,15022,5694,7443,2037,75807
"[1341, 1335, 13226, 664, 8589, 12507]",1341,1335,13226,664,8589,12507,2038,77305
"[1342, 9248, 3770, 13567, 13226, 2529]",1342,9248,3770,13567,13226,2529,2039,97053
"[1343, 1335, 10296, 5578, 9498, 2298]",1343,1335,10296,5578,9498,2298,2040,65566
"[1344, 4303, 3080, 9248, 2529, 12152]",1344,4303,3080,9248,2529,12152,2041,82199
"[1345, 662, 1377, 3770, 13226, 9700]",1345,662,1377,3770,13226,9700,2042,109520
"[1346, 5186, 9812, 665, 3854, 6123]",1346,5186,9812,665,3854,6123,2043,52722
"[1347, 14208, 748, 1849, 15512, 13226]",1347,14208,748,1849,15512,13226,2045,106868
"[1348, 15570, 11959, 5532, 4110, 15202]",1348,15570,11959,5532,4110,15202,2046,91059
"[1349, 5318, 667, 9498, 1322, 4136]",1349,5318,667,9498,1322,4136,2047,61715
"[1350, 2843, 15570, 498, 12897, 8017]",1350,2843,15570,498,12897,8017,2048,91149
"[1351, 1352, 3905, 9248, 4710, 2529]",1351,1352,3905,9248,4710,2529,2050,80861
"[1352, 1351, 1321, 4443, 1334, 4710]",1352,1351,1321,4443,1334,4710,2051,76137
"[1353, 13226, 7643, 4437, 3143, 9700]",1353,13226,7643,4437,3143,9700,2052,107120
"[1354, 3942, 4599, 3905, 311, 4536]",1354,3942,4599,3905,311,4536,2053,104437
"[1355, 1, 4443, 483, 1124, 498]",1355,1,4443,483,1124,498,2054,97523
"[1356, 13226, 4303, 1335, 6123, 3080]",1356,13226,4303,1335,6123,3080,2055,77698
"[1357, 1349, 4369, 5694, 5290, 8765]",1357,1349,4369,5694,5290,8765,2056,56095
"[1358, 4369, 6374, 5696, 5566, 8765]",1358,4369,6374,5696,5566,8765,2057,57180
"[1359, 543, 12335, 6378, 1008, 694]",1359,543,12335,6378,1008,694,2058,120768
"[1360, 1555, 13226, 14393, 7643, 3108]",1360,1555,13226,14393,7643,3108,2060,131857
"[1361, 12820, 3108, 8494, 13349, 10402]",1361,12820,3108,8494,13349,10402,2061,119165
"[1362, 9350, 6558, 10582, 12141, 4465]",1362,9350,6558,10582,12141,4465,2064,98213
"[1363, 13308, 1867, 4895, 15580, 5356]",1363,13308,1867,4895,15580,5356,2065,89853
"[1364, 5958, 6846, 2362, 706, 7703]",1364,5958,6846,2362,706,7703,2066,39689
"[1365, 11229, 8591, 9409, 15522, 15022]",1365,11229,8591,9409,15522,15022,2067,59113
"[1366, 9468, 4266, 10022, 6260, 11229]",1366,9468,4266,10022,6260,11229,2068,83922
"[1367, 8467, 15580, 14837, 11229, 4110]",1367,8467,15580,14837,11229,4110,2069,90203
"[1368, 15580, 8583, 6193, 8467, 6252]",1368,15580,8583,6193,8467,6252,2070,86423
"[1369, 13907, 3280, 12389, 15202, 4303]",1369,13907,3280,12389,15202,4303,2072,96734
"[1370, 4110, 15202, 3280, 8467, 15580]",1370,4110,15202,3280,8467,15580,2073,89126
"[1371, 3858, 529, 8591, 10125, 10545]",1371,3858,529,8591,10125,10545,2074,71910
"[1372, 15022, 7272, 9409, 3096, 15580]",1372,15022,7272,9409,3096,15580,2075,82736
"[1373, 7272, 4943, 7809, 8467, 1738]",1373,7272,4943,7809,8467,1738,2076,90756
"[1374, 8017, 5297, 15570, 15512, 4110]",1374,8017,5297,15570,15512,4110,2077,89385
"[1375, 1380, 1391, 2599, 678, 498]",1375,1380,1391,2599,678,498,2080,48280
"[1376, 498, 1350, 9488, 13308, 2843]",1376,498,1350,9488,13308,2843,2081,97757
"[1377, 662, 1345, 13226, 186, 1176]",1377,662,1345,13226,186,1176,2082,104868
"[1378, 1836, 1463, 13226, 11740, 2336]",1378,1836,1463,13226,11740,2336,2083,104940
"[1379, 13226, 2022, 14208, 8843, 6403]",1379,13226,2022,14208,8843,6403,2084,104990
"[1380, 1375, 678, 451, 498, 1323]",1380,1375,678,451,498,1323,2085,55254
"[1381, 13308, 1618, 15580, 14208, 6483]",1381,13308,1618,15580,14208,6483,2086,89731
"[1382, 4303, 3080, 4710, 2529, 12152]",1382,4303,3080,4710,2529,12152,2088,81353
"[1383, 13226, 11437, 3964, 474, 6901]",1383,13226,11437,3964,474,6901,2089,100477
"[1384, 451, 1383, 678, 7669, 7876]",1384,451,1383,678,7669,7876,2090,76618
"[1385, 6123, 7853, 13226, 14834, 4136]",1385,6123,7853,13226,14834,4136,2091,78158
"[1386, 5668, 1423, 13308, 5318, 3641]",1386,5668,1423,13308,5318,3641,2093,89908
"[1387, 11193, 3770, 13226, 8858, 6333]",1387,11193,3770,13226,8858,6333,2094,102803
"[1388, 1335, 667, 1338, 4710, 13226]",1388,1335,667,1338,4710,13226,2095,75200
"[1389, 13610, 15580, 8467, 13308, 6288]",1389,13610,15580,8467,13308,6288,2097,86336
"[1390, 1320, 9498, 2298, 4236, 5664]",1390,1320,9498,2298,4236,5664,2098,57518
"[1391, 2599, 2614, 10903, 1375, 10369]",1391,2599,2614,10903,1375,10369,2099,38969
"[1392, 13308, 15202, 4110, 4248, 3143]",1392,13308,15202,4110,4248,3143,2100,88161
"[1393, 13226, 3770, 1361, 186, 13567]",1393,13226,3770,1361,186,13567,2103,111359
"[1394, 3080, 4110, 15202, 1326, 15580]",1394,3080,4110,15202,1326,15580,2105,84827
"[1395, 6403, 5301, 15514, 14837, 11509]",1395,6403,5301,15514,14837,11509,2106,108265
"[1396, 14552, 14593, 13907, 1537, 12152]",1396,14552,14593,13907,1537,12152,2107,120694
"[1397, 1463, 13308, 43, 11740, 1849]",1397,1463,13308,43,11740,1849,2108,102250
"[1398, 7273, 5265, 4110, 15202, 2973]",1398,7273,5265,4110,15202,2973,2109,79367
"[1399, 5265, 15202, 4110, 4303, 2752]",1399,5265,15202,4110,4303,2752,2110,83798
"[1400, 13308, 5265, 15202, 4110, 4248]",1400,13308,5265,15202,4110,4248,2111,85894
"[1401, 11509, 8843, 14837, 15027, 7643]",1401,11509,8843,14837,15027,7643,2112,101969
"[1402, 6720, 11502, 12152, 8843, 1537]",1402,6720,11502,12152,8843,1537,2113,99697
"[1403, 8467, 11509, 7272, 15580, 4110]",1403,8467,11509,7272,15580,4110,2114,86066
"[1404, 782, 862, 2400, 1861, 14494]",1404,782,862,2400,1861,14494,2115,87469
"[1405, 5532, 7876, 1421, 6634, 7853]",1405,5532,7876,1421,6634,7853,2116,77869
"[1406, 8467, 1734, 7272, 13907, 15580]",1406,8467,1734,7272,13907,15580,2118,85407
"[1407, 12152, 1441, 4303, 9498, 15245]",1407,12152,1441,4303,9498,15245,2119,91499
"[1408, 8843, 15027, 11509, 14552, 12252]",1408,8843,15027,11509,14552,12252,2120,107665
"[1409, 12152, 13907, 4303, 14552, 6123]",1409,12152,13907,4303,14552,6123,2121,85382
"[1410, 12152, 5147, 13907, 6123, 6288]",1410,12152,5147,13907,6123,6288,2122,87050
"[1411, 1957, 12897, 2843, 3157, 8993]",1411,1957,12897,2843,3157,8993,2123,96787
"[1412, 293, 7643, 13226, 3143, 4565]",1412,293,7643,13226,3143,4565,2124,101272
"[1413, 1752, 11740, 1849, 15255, 6795]",1413,1752,11740,1849,15255,6795,2125,120631
"[1414, 3196, 8843, 12269, 3426, 12091]",1414,3196,8843,12269,3426,12091,2126,120832
"[1415, 7643, 13226, 13349, 11509, 6378]",1415,7643,13226,13349,11509,6378,2128,120813
"[1416, 15580, 4308, 7407, 6193, 7272]",1416,15580,4308,7407,6193,7272,2130,80388
"[1417, 3084, 6050, 7409, 9518, 15497]",1417,3084,6050,7409,9518,15497,2131,77711
"[1418, 11229, 6072, 8591, 8765, 9409]",1418,11229,6072,8591,8765,9409,2132,61184
"[1419, 15202, 4110, 4303, 10397, 1432]",1419,15202,4110,4303,10397,1432,2133,92513
"[1420, 13308, 15202, 3544, 4110, 1426]",1420,13308,15202,3544,4110,1426,2134,90305
"[1421, 5123, 10660, 13653, 15022, 1405]",1421,5123,10660,13653,15022,1405,2138,78480
"[1422, 5532, 8017, 1424, 15512, 1438]",1422,5532,8017,1424,15512,1438,2139,84649
"[1423, 1281, 2336, 2335, 1386, 13308]",1423,1281,2336,2335,1386,13308,2140,83791
"[1424, 1422, 15570, 12897, 8017, 5297]",1424,1422,15570,12897,8017,5297,2141,90633
"[1425, 225, 13798, 13226, 9700, 1393]",1425,225,13798,13226,9700,1393,2142,101329
"[1426, 13308, 4110, 1427, 15202, 4778]",1426,13308,4110,1427,15202,4778,2144,88128
"[1427, 861, 1426, 4248, 15580, 13308]",1427,861,1426,4248,15580,13308,2145,91790
"[1428, 15580, 4248, 13308, 3126, 5596]",1428,15580,4248,13308,3126,5596,2146,90060
"[1429, 13117, 3143, 13308, 12152, 4248]",1429,13117,3143,13308,12152,4248,2147,90848
"[1430, 3143, 12152, 2072, 14106, 2850]",1430,3143,12152,2072,14106,2850,2149,93220
"[1431, 1432, 4110, 13985, 3647, 1961]",1431,1432,4110,13985,3647,1961,2150,80801
"[1432, 3080, 15202, 4110, 1431, 4303]",1432,3080,15202,4110,1431,4303,2151,97443
"[1433, 3905, 12917, 6707, 11502, 1743]",1433,3905,12917,6707,11502,1743,2152,140796
"[1434, 14908, 311, 15356, 13226, 4248]",1434,14908,311,15356,13226,4248,2154,120703
"[1435, 11740, 7643, 13226, 11814, 1463]",1435,11740,7643,13226,11814,1463,2155,120831
"[1436, 11594, 8843, 7272, 13907, 4060]",1436,11594,8843,7272,13907,4060,2159,99763
"[1437, 4805, 2498, 11229, 4992, 2110]",1437,4805,2498,11229,4992,2110,2160,63522
"[1438, 1465, 15512, 1281, 5532, 8017]",1438,1465,15512,1281,5532,8017,2161,88323
"[1439, 3770, 428, 12876, 11193, 4599]",1439,3770,428,12876,11193,4599,2162,100240
"[1440, 9498, 7814, 8589, 2298, 6123]",1440,9498,7814,8589,2298,6123,2163,80391
"[1441, 12152, 4303, 9498, 1771, 2072]",1441,12152,4303,9498,1771,2072,2164,94077
"[1442, 14908, 14499, 15255, 15356, 1048]",1442,14908,14499,15255,15356,1048,2165,119517
"[1443, 11509, 8843, 1849, 748, 6795]",1443,11509,8843,1849,748,6795,2166,124595
"[1444, 5849, 3694, 14552, 8843, 8842]",1444,5849,3694,14552,8843,8842,2167,120611
"[1445, 748, 4248, 10004, 14908, 15514]",1445,748,4248,10004,14908,15514,2168,120576
"[1446, 13226, 7643, 7621, 13349, 9517]",1446,13226,7643,7621,13349,9517,2169,118301
"[1447, 516, 2076, 11489, 4303, 8858]",1447,516,2076,11489,4303,8858,2170,120901
"[1448, 10143, 11740, 1849, 6795, 15255]",1448,10143,11740,1849,6795,15255,2171,119778
"[1449, 11740, 425, 7643, 748, 7176]",1449,11740,425,7643,748,7176,2172,120692
"[1450, 15580, 13422, 6227, 4110, 11678]",1450,15580,13422,6227,4110,11678,2173,95709
"[1451, 13308, 4110, 3544, 15202, 5303]",1451,13308,4110,3544,15202,5303,2174,94721
"[1452, 595, 1461, 594, 14609, 1489]",1452,595,1461,594,14609,1489,2176,40746
"[1453, 1454, 4634, 7853, 8332, 5366]",1453,1454,4634,7853,8332,5366,2177,74512
"[1454, 1489, 14609, 13653, 10022, 6181]",1454,1489,14609,13653,10022,6181,2178,68611
"[1455, 10185, 1457, 6374, 8671, 1456]",1455,10185,1457,6374,8671,1456,2179,65112
"[1456, 1457, 1455, 6123, 7451, 4079]",1456,1457,1455,6123,7451,4079,2180,61107
"[1457, 1455, 1456, 1454, 8671, 10185]",1457,1455,1456,1454,8671,10185,2181,58329
"[1458, 1460, 14609, 9446, 9053, 1461]",1458,1460,14609,9446,9053,1461,2182,51207
"[1459, 14609, 1489, 10626, 10369, 1474]",1459,14609,1489,10626,10369,1474,2184,48750
"[1460, 14609, 1458, 10626, 9446, 2028]",1460,14609,1458,10626,9446,2028,2185,45897
"[1461, 2028, 14609, 9446, 1452, 1460]",1461,2028,14609,9446,1452,1460,2186,44079
"[1462, 15514, 2414, 8843, 1560, 10004]",1462,15514,2414,8843,1560,10004,2188,120577
"[1463, 10486, 13505, 11740, 7643, 13226]",1463,10486,13505,11740,7643,13226,2189,119346
"[1464, 748, 1849, 15580, 2022, 5247]",1464,748,1849,15580,2022,5247,2190,123324
"[1465, 1438, 8467, 15580, 1432, 13308]",1465,1438,8467,15580,1432,13308,2193,96446
"[1466, 7272, 15420, 12094, 8486, 8467]",1466,7272,15420,12094,8486,8467,2194,94226
"[1467, 13226, 7643, 13349, 14499, 15356]",1467,13226,7643,13349,14499,15356,2195,120654
"[1468, 3196, 13151, 11908, 8914, 12152]",1468,3196,13151,11908,8914,12152,2196,120724
"[1469, 1849, 748, 6795, 14837, 15387]",1469,1849,748,6795,14837,15387,2197,119125
"[1470, 10440, 1476, 1482, 1490, 1485]",1470,10440,1476,1482,1490,1485,2200,42004
"[1471, 14609, 4634, 9632, 7393, 8558]",1471,14609,4634,9632,7393,8558,2201,39694
"[1472, 9107, 6881, 9443, 3020, 10369]",1472,9107,6881,9443,3020,10369,2202,37017
"[1473, 1489, 1452, 14609, 1472, 616]",1473,1489,1452,14609,1472,616,2203,36342
"[1474, 1489, 1472, 1459, 5529, 1456]",1474,1489,1472,1459,5529,1456,2204,35279
"[1475, 8558, 5667, 1452, 1474, 10369]",1475,8558,5667,1452,1474,10369,2206,34248
"[1476, 1480, 1482, 1489, 1484, 1477]",1476,1480,1482,1489,1484,1477,2207,31505
"[1477, 1480, 1481, 1484, 1489, 1486]",1477,1480,1481,1484,1489,1486,2209,29811
"[1478, 1484, 1480, 10665, 1477, 1489]",1478,1484,1480,10665,1477,1489,2211,28231
"[1479, 1487, 1482, 4236, 1490, 1481]",1479,1487,1482,4236,1490,1481,2213,24747
"[1480, 1484, 1477, 1481, 1489, 1482]",1480,1484,1477,1481,1489,1482,2214,23285
"[1481, 1482, 1480, 1487, 1484, 1477]",1481,1482,1480,1487,1484,1477,2215,23395
"[1482, 1481, 1487, 1483, 1485, 1480]",1482,1481,1487,1483,1485,1480,2216,22395
"[1483, 1487, 1482, 1481, 1484, 1485]",1483,1487,1482,1481,1484,1485,2218,21015
"[1484, 1480, 1481, 1477, 1482, 1489]",1484,1480,1481,1477,1482,1489,2219,21165
"[1485, 1490, 1487, 1482, 1481, 1488]",1485,1490,1487,1482,1481,1488,2220,20142
"[1486, 1489, 1480, 1477, 1481, 1484]",1486,1489,1480,1477,1481,1484,2221,19702
"[1487, 1482, 1483, 1481, 1490, 1485]",1487,1482,1483,1481,1490,1485,2222,18756
"[1488, 1487, 1490, 1485, 1482, 8632]",1488,1487,1490,1485,1482,8632,2224,17825
"[1489, 1486, 10665, 1480, 1477, 1484]",1489,1486,10665,1480,1477,1484,2227,17075
"[1490, 1487, 1485, 5882, 1488, 5872]",1490,1487,1485,5882,1488,5872,2229,16230
"[1491, 11509, 14837, 1079, 15125, 11740]",1491,11509,14837,1079,15125,11740,2231,128442
"[1492, 7275, 1241, 6761, 14301, 12242]",1492,7275,1241,6761,14301,12242,2232,123755
"[1493, 12614, 8843, 2022, 1361, 13226]",1493,12614,8843,2022,1361,13226,2233,118980
"[1494, 13226, 14208, 11740, 10486, 7643]",1494,13226,14208,11740,10486,7643,2236,124879
"[1495, 2284, 14837, 8572, 9004, 9979]",1495,2284,14837,8572,9004,9979,2237,119934
"[1496, 13577, 450, 15022, 7563, 4110]",1496,13577,450,15022,7563,4110,2238,75040
"[1497, 4778, 4110, 15202, 2863, 5664]",1497,4778,4110,15202,2863,5664,2240,81207
"[1498, 4248, 3241, 3174, 13308, 6214]",1498,4248,3241,3174,13308,6214,2241,85346
"[1499, 3280, 15580, 13308, 4248, 4110]",1499,3280,15580,13308,4248,4110,2243,92699
"[1500, 4248, 15580, 13308, 2878, 4788]",1500,4248,15580,13308,2878,4788,2245,96463
"[1501, 13308, 2493, 5664, 15202, 4248]",1501,13308,2493,5664,15202,4248,2247,95593
"[1502, 15580, 833, 4110, 13308, 12880]",1502,15580,833,4110,13308,12880,2248,98258
"[1503, 13226, 7643, 6378, 3146, 7426]",1503,13226,7643,6378,3146,7426,2249,100212
"[1504, 7643, 13226, 11740, 1463, 6364]",1504,7643,13226,11740,1463,6364,2250,100134
"[1505, 13117, 300, 3516, 8858, 13226]",1505,13117,300,3516,8858,13226,2253,105629
"[1506, 4303, 2071, 2850, 3080, 15202]",1506,4303,2071,2850,3080,15202,2255,84938
"[1507, 4248, 3174, 5478, 13308, 6214]",1507,4248,3174,5478,13308,6214,2257,87810
"[1508, 13308, 3285, 4248, 3376, 5664]",1508,13308,3285,4248,3376,5664,2259,86973
"[1509, 2904, 3225, 12152, 2850, 3612]",1509,2904,3225,12152,2850,3612,2260,92225
"[1510, 5664, 4248, 15580, 13308, 15202]",1510,5664,4248,15580,13308,15202,2261,91680
"[1511, 11068, 13907, 15516, 6123, 12389]",1511,11068,13907,15516,6123,12389,2263,96073
"[1512, 311, 3845, 11502, 6707, 2732]",1512,311,3845,11502,6707,2732,2265,102558
"[1513, 13308, 13226, 8858, 7643, 15356]",1513,13308,13226,8858,7643,15356,2266,101523
"[1514, 14552, 12389, 13226, 10261, 14148]",1514,14552,12389,13226,10261,14148,2267,102469
"[1515, 5721, 4919, 704, 11485, 373]",1515,5721,4919,704,11485,373,2268,104257
"[1516, 82, 1135, 167, 1694, 2009]",1516,82,1135,167,1694,2009,2269,107211
"[1517, 748, 12526, 1849, 14908, 15580]",1517,748,12526,1849,14908,15580,2271,120788
"[1518, 1849, 748, 6795, 14837, 15580]",1518,1849,748,6795,14837,15580,2272,120776
"[1519, 3300, 8149, 1238, 553, 1058]",1519,3300,8149,1238,553,1058,2273,120812
"[1520, 7643, 15554, 13226, 8858, 1463]",1520,7643,15554,13226,8858,1463,2275,118736
"[1521, 12335, 15204, 6378, 10261, 6403]",1521,12335,15204,6378,10261,6403,2278,122690
"[1522, 14552, 14148, 13907, 11068, 5409]",1522,14552,14148,13907,11068,5409,2279,146336
"[1523, 8843, 1443, 6378, 11509, 7643]",1523,8843,1443,6378,11509,7643,2280,118863
"[1524, 11740, 7643, 13226, 1463, 14837]",1524,11740,7643,13226,1463,14837,2282,126604
"[1525, 748, 1780, 11740, 1849, 15580]",1525,748,1780,11740,1849,15580,2283,100594
"[1526, 14390, 15420, 2698, 4378, 13004]",1526,14390,15420,2698,4378,13004,2284,109206
"[1527, 11229, 8591, 9811, 10117, 4942]",1527,11229,8591,9811,10117,4942,2285,63850
"[1528, 3143, 12152, 14775, 14106, 2072]",1528,3143,12152,14775,14106,2072,2286,80731
"[1529, 14609, 1802, 2028, 3076, 5788]",1529,14609,1802,2028,3076,5788,2287,47573
"[1530, 15349, 4881, 11740, 14779, 11509]",1530,15349,4881,11740,14779,11509,2289,105151
"[1531, 15580, 4248, 13308, 4110, 15202]",1531,15580,4248,13308,4110,15202,2290,81554
"[1532, 6795, 1849, 14837, 748, 1463]",1532,6795,1849,14837,748,1463,2291,99487
"[1533, 13791, 7569, 13798, 13226, 3964]",1533,13791,7569,13798,13226,3964,2294,120587
"[1534, 7643, 13226, 7176, 11740, 4110]",1534,7643,13226,7176,11740,4110,2295,120823
"[1535, 311, 15356, 13226, 4248, 14499]",1535,311,15356,13226,4248,14499,2296,120770
"[1536, 748, 1849, 13179, 1463, 1505]",1536,748,1849,13179,1463,1505,2297,120889
"[1537, 11502, 14593, 12152, 14552, 15074]",1537,11502,14593,12152,14552,15074,2298,124102
"[1538, 4110, 15202, 8486, 2973, 3280]",1538,4110,15202,8486,2973,3280,2301,82517
"[1539, 11740, 11509, 7643, 15349, 6364]",1539,11740,11509,7643,15349,6364,2302,104952
"[1540, 6173, 4367, 7329, 7273, 15022]",1540,6173,4367,7329,7273,15022,2303,73440
"[1541, 1849, 748, 6795, 10310, 5596]",1541,1849,748,6795,10310,5596,2304,119577
"[1542, 7621, 13117, 11854, 13226, 9517]",1542,7621,13117,11854,13226,9517,2306,120701
"[1543, 5104, 504, 6106, 8706, 12949]",1543,5104,504,6106,8706,12949,2308,69966
"[1544, 11740, 11814, 15349, 14837, 14864]",1544,11740,11814,15349,14837,14864,2310,119670
"[1545, 3828, 13907, 4110, 15202, 13453]",1545,3828,13907,4110,15202,13453,2311,86837
"[1546, 15580, 6193, 8467, 8583, 5596]",1546,15580,6193,8467,8583,5596,2312,90830
"[1547, 8486, 2877, 8467, 3799, 11229]",1547,8486,2877,8467,3799,11229,2313,80678
"[1548, 11502, 11489, 1302, 1537, 2732]",1548,11502,11489,1302,1537,2732,2315,144120
"[1549, 14908, 14391, 13308, 1463, 3002]",1549,14908,14391,13308,1463,3002,2316,120791
"[1550, 15349, 11740, 14837, 6364, 1463]",1550,15349,11740,14837,6364,1463,2318,147612
"[1551, 10261, 8843, 11509, 7666, 15027]",1551,10261,8843,11509,7666,15027,2320,118636
"[1552, 1463, 11740, 10486, 11814, 7643]",1552,1463,11740,10486,11814,7643,2321,120789
"[1553, 15535, 8858, 14594, 3196, 8843]",1553,15535,8858,14594,3196,8843,2322,120157
"[1554, 11740, 15349, 6321, 6795, 8374]",1554,11740,15349,6321,6795,8374,2324,118799
"[1555, 1360, 13226, 7643, 1467, 13349]",1555,1360,13226,7643,1467,13349,2325,124819
"[1556, 14552, 11489, 6123, 3143, 8843]",1556,14552,11489,6123,3143,8843,2327,100740
"[1557, 8843, 14552, 12152, 11068, 3196]",1557,8843,14552,12152,11068,3196,2328,120877
"[1558, 909, 14837, 11509, 15349, 6795]",1558,909,14837,11509,15349,6795,2329,120586
"[1559, 14908, 14499, 15255, 15356, 1841]",1559,14908,14499,15255,15356,1841,2331,120722
"[1560, 8843, 11509, 15027, 3612, 4243]",1560,8843,11509,15027,3612,4243,2332,158493
"[1561, 14837, 6403, 6795, 9567, 1079]",1561,14837,6403,6795,9567,1079,2333,120684
"[1562, 8843, 3196, 4243, 11509, 12094]",1562,8843,3196,4243,11509,12094,2334,133952
"[1563, 81, 14393, 13226, 7643, 3108]",1563,81,14393,13226,7643,3108,2335,120484
"[1564, 1138, 14370, 14837, 6323, 14495]",1564,1138,14370,14837,6323,14495,2336,127536
"[1565, 6403, 571, 1849, 7643, 11740]",1565,6403,571,1849,7643,11740,2337,120879
"[1566, 5409, 11502, 2732, 1537, 12152]",1566,5409,11502,2732,1537,12152,2338,130018
"[1567, 13226, 5015, 311, 15356, 1361]",1567,13226,5015,311,15356,1361,2339,155753
"[1568, 13610, 748, 199, 1849, 1463]",1568,13610,748,199,1849,1463,2340,119643
"[1569, 748, 1849, 6403, 3637, 14908]",1569,748,1849,6403,3637,14908,2341,120643
"[1570, 8467, 15580, 9685, 7272, 2897]",1570,8467,15580,9685,7272,2897,2344,89941
"[1571, 2904, 4110, 3080, 15202, 4039]",1571,2904,4110,3080,15202,4039,2347,87932
"[1572, 15580, 8467, 6252, 6789, 6193]",1572,15580,8467,6252,6789,6193,2348,91954
"[1573, 5440, 7272, 15580, 3269, 4110]",1573,5440,7272,15580,3269,4110,2349,91538
